ID,Label
0,Finance
1,Environment
2,Science
3,Finance
4,Technology
5,Technology
6,Politics
7,Technology
8,Fashion
9,Education
10,Health
11,Entertainment
12,Technology
13,Fashion
14,Technology
15,Education
16,Food
17,Science
18,Environment
19,Health
20,Politics
21,Environment
22,Environment
23,Environment
24,Health
25,Entertainment
26,Politics
27,Entertainment
28,Entertainment
29,Environment
30,Travel
31,Education
32,Politics
33,Finance
34,Science
35,Sports
36,Fashion
37,Finance
38,Environment
39,Politics
40,Environment
41,Finance
42,Travel
43,Environment
44,Travel
45,Sports
46,Travel
47,Environment
48,Science
49,Environment
50,Food
51,Education
52,Travel
53,Entertainment
54,Technology
55,Health
56,Sports
57,Technology
58,Sports
59,Sports
60,Education
61,Health
62,Education
63,Travel
64,Fashion
65,Food
66,Sports
67,Health
68,Sports
69,Health
70,Education
71,Health
72,Technology
73,Health
74,Environment
75,Finance
76,Food
77,Politics
78,Sports
79,Sports
80,Fashion
81,Sports
82,Education
83,Finance
84,Health
85,Entertainment
86,Health
87,Science
88,Finance
89,Environment
90,Technology
91,Travel
92,Health
93,Fashion
94,Science
95,Technology
96,Finance
97,Food
98,Sports
99,Environment
100,Sports
101,Health
102,Technology
103,Finance
104,Environment
105,Entertainment
106,Education
107,Sports
108,Education
109,Food
110,Environment
111,Fashion
112,Environment
113,Technology
114,Fashion
115,Politics
116,Sports
117,Environment
118,Health
119,Environment
120,Environment
121,Food
122,Politics
123,Sports
124,Finance
125,Food
126,Environment
127,Education
128,Politics
129,Education
130,Environment
131,Health
132,Health
133,Health
134,Science
135,Health
136,Finance
137,Health
138,Travel
139,Technology
140,Sports
141,Fashion
142,Finance
143,Fashion
144,Finance
145,Environment
146,Technology
147,Finance
148,Entertainment
149,Food
150,Fashion
151,Travel
152,Fashion
153,Fashion
154,Sports
155,Travel
156,Travel
157,Fashion
158,Science
159,Fashion
160,Technology
161,Education
162,Travel
163,Education
164,Environment
165,Environment
166,Finance
167,Science
168,Science
169,Environment
170,Fashion
171,Sports
172,Food
173,Food
174,Sports
175,Fashion
176,Health
177,Environment
178,Politics
179,Food
180,Environment
181,Food
182,Fashion
183,Environment
184,Health
185,Fashion
186,Education
187,Technology
188,Politics
189,Education
190,Fashion
191,Education
192,Environment
193,Health
194,Environment
195,Health
196,Health
197,Technology
198,Environment
199,Fashion
200,Environment
201,Technology
202,Education
203,Travel
204,Sports
205,Entertainment
206,Finance
207,Education
208,Travel
209,Environment
210,Politics
211,Technology
212,Sports
213,Travel
214,Entertainment
215,Sports
216,Politics
217,Health
218,Travel
219,Entertainment
220,Education
221,Environment
222,Food
223,Travel
224,Education
225,Technology
226,Travel
227,Health
228,Entertainment
229,Sports
230,Entertainment
231,Health
232,Travel
233,Environment
234,Health
235,Environment
236,Politics
237,Health
238,Sports
239,Fashion
240,Entertainment
241,Finance
242,Science
243,Health
244,Fashion
245,Food
246,Science
247,Environment
248,Health
249,Sports
250,Technology
251,Food
252,Entertainment
253,Health
254,Finance
255,Sports
256,Politics
257,Health
258,Finance
259,Entertainment
260,Environment
261,Politics
262,Finance
263,Environment
264,Technology
265,Education
266,Politics
267,Fashion
268,Health
269,Health
270,Travel
271,Finance
272,Sports
273,Sports
274,Entertainment
275,Education
276,Food
277,Finance
278,Technology
279,Politics
280,Education
281,Education
282,Finance
283,Entertainment
284,Travel
285,Sports
286,Food
287,Fashion
288,Education
289,Travel
290,Fashion
291,Finance
292,Technology
293,Health
294,Travel
295,Science
296,Travel
297,Politics
298,Environment
299,Education
300,Entertainment
301,Fashion
302,Education
303,Finance
304,Environment
305,Politics
306,Entertainment
307,Politics
308,Finance
309,Health
310,Fashion
311,Food
312,Travel
313,Environment
314,Education
315,Politics
316,Travel
317,Politics
318,Health
319,Food
320,Environment
321,Science
322,Travel
323,Sports
324,Education
325,Technology
326,Food
327,Travel
328,Travel
329,Science
330,Health
331,Politics
332,Environment
333,Fashion
334,Food
335,Politics
336,Fashion
337,Food
338,Fashion
339,Fashion
340,Travel
341,Travel
342,Sports
343,Fashion
344,Entertainment
345,Food
346,Fashion
347,Finance
348,Education
349,Travel
350,Health
351,Sports
352,Health
353,Health
354,Finance
355,Sports
356,Health
357,Sports
